cellid,rlf_count_ 1,rlf_count_ 2,rlf_count_ 3,rlf_count_ 4,rlf_count_ 5,rlf_count_ 6,rlf_count_ 7,rlf_count_ 8,rlf_count_ 9,rlf_count_10,rlf_count_11,rlf_count_12,rlf_count_13,rlf_count_14,rlf_count_15,rlf_count_16,rlf_count_17,rlf_count_18,rlf_count_19,rlf_count_20,rlf_count_21,rlf_count_22,rlf_count_23,rlf_count_24,rlf_count_25,rlf_count_26,rlf_count_27,rlf_count_28,rlf_time_ 1,rlf_time_ 2,rlf_time_ 3,rlf_time_ 4,rlf_time_ 5,rlf_time_ 6,rlf_time_ 7,rlf_time_ 8,rlf_time_ 9,rlf_time_10,rlf_time_11,rlf_time_12,rlf_time_13,rlf_time_14,rlf_time_15,rlf_time_16,rlf_time_17,rlf_time_18,rlf_time_19,rlf_time_20,rlf_time_21,rlf_time_22,rlf_time_23,rlf_time_24,rlf_time_25,rlf_time_26,rlf_time_27,rlf_time_28,spont_count_ 1,spont_count_ 2,spont_count_ 3,spont_count_ 4,spont_count_ 5,spont_count_ 6,spont_count_ 7,spont_count_ 8,spont_count_ 9,spont_count_10,spont_count_11,spont_count_12,spont_count_13,spont_count_14,spont_count_15,spont_count_16,spont_count_17,spont_count_18,spont_count_19,spont_count_20,spont_count_21,spont_count_22,spont_count_23,spont_count_24,spont_count_25,spont_count_26,spont_count_27,spont_count_28,spont_time_ 1,spont_time_ 2,spont_time_ 3,spont_time_ 4,spont_time_ 5,spont_time_ 6,spont_time_ 7,spont_time_ 8,spont_time_ 9,spont_time_10,spont_time_11,spont_time_12,spont_time_13,spont_time_14,spont_time_15,spont_time_16,spont_time_17,spont_time_18,spont_time_19,spont_time_20,spont_time_21,spont_time_22,spont_time_23,spont_time_24,spont_time_25,spont_time_26,spont_time_27,spont_time_28,pupil_ 1,pupil_ 2,pupil_ 3,pupil_ 4,pupil_ 5,pupil_ 6,pupil_ 7,pupil_ 8,pupil_ 9,pupil_10,pupil_11,pupil_12,pupil_13,pupil_14,pupil_15,pupil_16,pupil_17,pupil_18,pupil_19,pupil_20,pupil_21,pupil_22,pupil_23,pupil_24,pupil_25,pupil_26,pupil_27,pupil_28,level_ 1,level_ 2,level_ 3,level_ 4,level_ 5,level_ 6,level_ 7,level_ 8,level_ 9,level_10,level_11,level_12,level_13,level_14,level_15,level_16,level_17,level_18,level_19,level_20,level_21,level_22,level_23,level_24,level_25,level_26,level_27,level_28
eno062c-a1,0,2,1,3,3,3,2,8,5,4,1,2,2,5,2,3,3,3,1,2,6,5,10,6,8,8,10,8,0.66,0.64,0.45,0.52,0.78,0.6,0.48,0.66,0.58,0.66,0.24,0.25,0.48,0.44,0.42,0.44,0.69,0.5,0.36,0.48,0.6,0.42,0.5,0.36,0.84,0.65,0.72,0.64,281,281,281,281,281,281,281,281,281,281,281,281,281,281,681,681,681,681,681,681,681,681,681,681,681,681,681,681,63.18,63.18,63.18,63.18,63.18,63.18,63.18,63.18,63.18,63.18,63.18,63.18,63.18,63.18,74.82,74.82,74.82,74.82,74.82,74.82,74.82,74.82,74.82,74.82,74.82,74.82,74.82,74.82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,65,60,55,50,45,40,35,30,25,20,15,10,5,0,65,60,55,50,45,40,35,30,25,20,15,10,5,0
eno062d-a1,13,7,7,7,7,4,4,4,7,12,6,6,7,7,7,15,18,8,13,6,8,14,14,3,18,17,11,22,0.78,0.71,0.66,0.66,0.6,0.62,0.9,0.6,0.66,0.96,0.49,0.66,0.6,0.66,0.66,0.79,0.66,0.78,0.72,0.94,0.54,0.9,0.78,0.42,1.01,0.84,0.78,0.78,633,633,633,633,633,633,633,633,633,633,633,633,633,633,1288,1288,1288,1288,1288,1288,1288,1288,1288,1288,1288,1288,1288,1288,89.45,89.45,89.45,89.45,89.45,89.45,89.45,89.45,89.45,89.45,89.45,89.45,89.45,89.45,90.55,90.55,90.55,90.55,90.55,90.55,90.55,90.55,90.55,90.55,90.55,90.55,90.55,90.55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,65,60,55,50,45,40,35,30,25,20,15,10,5,0,65,60,55,50,45,40,35,30,25,20,15,10,5,0
eno063b-c1,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0.42,0.12,0.24,0.21,0.12,0.37,0.24,0.12,0,0.13,0.06,0.18,0.18,0.12,0.06,0.18,0.06,0.15,0.18,0.05,0.12,0,0.06,0.23,0.12,0.12,0.3,0.24,53,53,53,53,53,53,53,53,53,53,53,53,53,53,64,64,64,64,64,64,64,64,64,64,64,64,64,64,17.63,17.63,17.63,17.63,17.63,17.63,17.63,17.63,17.63,17.63,17.63,17.63,17.63,17.63,22.37,22.37,22.37,22.37,22.37,22.37,22.37,22.37,22.37,22.37,22.37,22.37,22.37,22.37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,65,60,55,50,45,40,35,30,25,20,15,10,5,0,65,60,55,50,45,40,35,30,25,20,15,10,5,0
eno064c-d1,19,29,22,15,28,31,36,39,17,15,5,3,18,8,36,10,20,26,22,23,16,27,28,39,26,21,10,7,0.34,0.72,0.42,0.48,0.57,0.5,0.7,0.64,0.42,0.54,0.28,0.3,0.66,0.42,0.68,0.3,0.54,0.48,0.45,0.46,0.32,0.5,0.72,0.66,0.74,0.72,0.36,0.54,823,823,823,823,823,823,823,823,823,823,823,823,823,823,884,884,884,884,884,884,884,884,884,884,884,884,884,884,67.49,67.49,67.49,67.49,67.49,67.49,67.49,67.49,67.49,67.49,67.49,67.49,67.49,67.49,66.51,66.51,66.51,66.51,66.51,66.51,66.51,66.51,66.51,66.51,66.51,66.51,66.51,66.51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,65,60,55,50,45,40,35,30,25,20,15,10,5,0,65,60,55,50,45,40,35,30,25,20,15,10,5,0
eno064d-d1,21,12,13,14,14,11,8,6,7,5,4,4,3,4,20,22,10,10,8,9,7,2,2,4,3,3,3,3,0.42,0.43,0.48,0.67,0.54,0.6,0.42,0.54,0.66,0.42,0.54,0.42,0.42,0.66,0.66,0.65,0.48,0.53,0.54,0.54,0.6,0.6,0.3,0.66,0.6,0.72,0.54,0.3,17,17,17,17,17,17,17,17,17,17,17,17,17,17,48,48,48,48,48,48,48,48,48,48,48,48,48,48,65.49,65.49,65.49,65.49,65.49,65.49,65.49,65.49,65.49,65.49,65.49,65.49,65.49,65.49,68.51,68.51,68.51,68.51,68.51,68.51,68.51,68.51,68.51,68.51,68.51,68.51,68.51,68.51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,65,60,55,50,45,40,35,30,25,20,15,10,5,0,65,60,55,50,45,40,35,30,25,20,15,10,5,0
gus013b-b1,79,55,56,36,33,37,30,83,73,30,34,34,20,23,,,,,,,,,,,,,,,1.32,1.17,1.29,1.09,0.99,1.11,1.44,1.08,1.23,1.11,1.31,1.41,1.29,0.96,,,,,,,,,,,,,,,1785,1785,1785,1785,1785,1785,1785,1271,1271,1271,1271,1271,1271,1271,,,,,,,,,,,,,,,76.78,76.78,76.78,76.78,76.78,76.78,76.78,75.22,75.22,75.22,75.22,75.22,75.22,75.22,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,60,50,40,30,20,10,0,60,50,40,30,20,10,0,,,,,,,,,,,,,,
gus013c-c1,6,6,15,2,7,4,6,6,20,9,6,9,4,5,,,,,,,,,,,,,,,1.85,1.55,1.94,1.83,2.14,1.76,2.05,1.75,2.05,1.66,1.77,1.46,1.84,1.55,,,,,,,,,,,,,,,158,158,158,158,158,158,158,301,301,301,301,301,301,301,,,,,,,,,,,,,,,104,104,104,104,104,104,104,124,124,124,124,124,124,124,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,60,50,40,30,20,10,0,60,50,40,30,20,10,0,,,,,,,,,,,,,,
gus014b-b1,2,0,0,0,3,3,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,1.44,1.14,1.24,1.14,1.26,1.14,1.18,0.96,1.26,1.16,1.26,1.14,1.26,1.22,,,,,,,,,,,,,,,50,50,50,50,50,50,50,53,53,53,53,53,53,53,,,,,,,,,,,,,,,72.82,72.82,72.82,72.82,72.82,72.82,72.82,79.18,79.18,79.18,79.18,79.18,79.18,79.18,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,60,50,40,30,20,10,0,60,50,40,30,20,10,0,,,,,,,,,,,,,,
gus014b-d1,12,20,16,3,7,4,9,23,41,19,6,12,6,12,,,,,,,,,,,,,,,1.3,1.17,1.2,1.18,1.26,1.1,1.29,1.1,1.23,1.2,1.22,1.14,1.3,1.11,,,,,,,,,,,,,,,32,32,32,32,32,32,32,79,79,79,79,79,79,79,,,,,,,,,,,,,,,72.82,72.82,72.82,72.82,72.82,72.82,72.82,79.18,79.18,79.18,79.18,79.18,79.18,79.18,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,60,50,40,30,20,10,0,60,50,40,30,20,10,0,,,,,,,,,,,,,,
gus014c-b1,1,0,3,3,2,0,2,1,4,6,2,1,1,2,,,,,,,,,,,,,,,1.24,1.28,1.29,1.36,1.13,0.97,0.89,1.16,1.12,1.11,1.04,1.27,1.43,1.51,,,,,,,,,,,,,,,28,28,28,28,28,28,28,142,142,142,142,142,142,142,,,,,,,,,,,,,,,70.65,70.65,70.65,70.65,70.65,70.65,70.65,81.35,81.35,81.35,81.35,81.35,81.35,81.35,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,60,50,40,30,20,10,0,60,50,40,30,20,10,0,,,,,,,,,,,,,,
gus014c-b3,1,5,2,1,0,1,0,3,5,6,0,1,1,0,,,,,,,,,,,,,,,0.06,0.18,0.06,0.18,0.06,0.24,0.3,0.18,0.06,0.18,0.24,0.06,0.12,0.12,,,,,,,,,,,,,,,6,6,6,6,6,6,6,5,5,5,5,5,5,5,,,,,,,,,,,,,,,11.31,11.31,11.31,11.31,11.31,11.31,11.31,8.69,8.69,8.69,8.69,8.69,8.69,8.69,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,60,50,40,30,20,10,0,60,50,40,30,20,10,0,,,,,,,,,,,,,,
gus014c-c1,3,12,3,8,4,15,1,12,20,12,23,6,1,3,,,,,,,,,,,,,,,0.2,0.41,0.18,0.24,0.36,0.48,0.18,0.34,0.49,0.42,0.54,0.42,0.12,0.3,,,,,,,,,,,,,,,181,181,181,181,181,181,181,195,195,195,195,195,195,195,,,,,,,,,,,,,,,18.68,18.68,18.68,18.68,18.68,18.68,18.68,21.32,21.32,21.32,21.32,21.32,21.32,21.32,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,60,50,40,30,20,10,0,60,50,40,30,20,10,0,,,,,,,,,,,,,,
gus015b-c1,20,30,9,8,4,9,3,17,8,8,15,5,5,6,,,,,,,,,,,,,,,0.34,0.48,0.3,0.36,0.3,0.48,0.42,0.32,0.18,0.24,0.48,0.3,0.42,0.24,,,,,,,,,,,,,,,62,62,62,62,62,62,62,42,42,42,42,42,42,42,,,,,,,,,,,,,,,20.73,20.73,20.73,20.73,20.73,20.73,20.73,19.27,19.27,19.27,19.27,19.27,19.27,19.27,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,60,50,40,30,20,10,0,60,50,40,30,20,10,0,,,,,,,,,,,,,,
gus015c-a1,2,8,7,10,0,2,6,5,7,4,2,3,0,6,,,,,,,,,,,,,,,0.18,0.3,0.3,0.48,0.12,0.48,0.42,0.18,0.18,0.12,0.18,0.36,0.24,0.36,,,,,,,,,,,,,,,94,94,94,94,94,94,94,78,78,78,78,78,78,78,,,,,,,,,,,,,,,20.15,20.15,20.15,20.15,20.15,20.15,20.15,19.85,19.85,19.85,19.85,19.85,19.85,19.85,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,60,50,40,30,20,10,0,60,50,40,30,20,10,0,,,,,,,,,,,,,,
gus015c-d1,0,1,3,0,0,0,0,0,5,0,1,0,0,0,,,,,,,,,,,,,,,0.12,0.3,0.42,0.3,0.42,0.18,0.36,0.36,0.54,0.48,0.42,0.36,0.36,0.24,,,,,,,,,,,,,,,15,15,15,15,15,15,15,23,23,23,23,23,23,23,,,,,,,,,,,,,,,20.15,20.15,20.15,20.15,20.15,20.15,20.15,19.85,19.85,19.85,19.85,19.85,19.85,19.85,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,60,50,40,30,20,10,0,60,50,40,30,20,10,0,,,,,,,,,,,,,,
gus015d-a1,4,0,3,1,2,2,0,1,1,3,1,4,2,4,,,,,,,,,,,,,,,0.48,0.54,0.42,0.06,0.18,0.42,0.42,0.48,0.18,0.36,0.3,0.66,0.24,0.3,,,,,,,,,,,,,,,48,48,48,48,48,48,48,144,144,144,144,144,144,144,,,,,,,,,,,,,,,20,20,20,20,20,20,20,20,20,20,20,20,20,20,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,60,50,40,30,20,10,0,60,50,40,30,20,10,0,,,,,,,,,,,,,,
gus015d-c1,10,4,2,0,1,1,5,5,2,4,0,0,2,1,,,,,,,,,,,,,,,0.3,0.18,0.24,0.36,0.3,0.42,0.42,0.36,0.36,0.36,0.36,0.12,0.18,0.3,,,,,,,,,,,,,,,4,4,4,4,4,4,4,6,6,6,6,6,6,6,,,,,,,,,,,,,,,20,20,20,20,20,20,20,20,20,20,20,20,20,20,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,60,50,40,30,20,10,0,60,50,40,30,20,10,0,,,,,,,,,,,,,,
gus015d-d1,4,0,0,5,5,5,3,1,4,7,0,13,0,3,,,,,,,,,,,,,,,0.36,0.01,0.01,0.18,0.3,0.18,0.18,0.12,0.17,0.35,0.12,0.36,0.06,0.12,,,,,,,,,,,,,,,298,298,298,298,298,298,298,160,160,160,160,160,160,160,,,,,,,,,,,,,,,12.05,12.05,12.05,12.05,12.05,12.05,12.05,7.95,7.95,7.95,7.95,7.95,7.95,7.95,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,60,50,40,30,20,10,0,60,50,40,30,20,10,0,,,,,,,,,,,,,,
gus018b-a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.15,0.66,0.12,0.3,0.36,0.6,0.24,0.27,0.18,0.24,0.12,0.24,0.36,0.36,,,,,,,,,,,,,,,15,15,15,15,15,15,15,31,31,31,31,31,31,31,,,,,,,,,,,,,,,20.33,20.33,20.33,20.33,20.33,20.33,20.33,19.67,19.67,19.67,19.67,19.67,19.67,19.67,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,60,50,40,30,20,10,0,60,50,40,30,20,10,0,,,,,,,,,,,,,,
gus018b-a2,6,0,3,2,0,4,1,3,7,3,0,5,0,0,,,,,,,,,,,,,,,0.54,0.24,0.24,0.3,0.57,0.42,0.31,0.18,0.36,0.24,0.36,0.57,0.24,0.29,,,,,,,,,,,,,,,54,54,54,54,54,54,54,82,82,82,82,82,82,82,,,,,,,,,,,,,,,20.33,20.33,20.33,20.33,20.33,20.33,20.33,19.67,19.67,19.67,19.67,19.67,19.67,19.67,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,60,50,40,30,20,10,0,60,50,40,30,20,10,0,,,,,,,,,,,,,,
gus018b-b1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,0.15,0.66,0.12,0.3,0.36,0.6,0.24,0.27,0.18,0.24,0.12,0.24,0.36,0.36,,,,,,,,,,,,,,,72,72,72,72,72,72,72,62,62,62,62,62,62,62,,,,,,,,,,,,,,,20.33,20.33,20.33,20.33,20.33,20.33,20.33,19.67,19.67,19.67,19.67,19.67,19.67,19.67,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,60,50,40,30,20,10,0,60,50,40,30,20,10,0,,,,,,,,,,,,,,
gus018b-b2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.15,0.66,0.12,0.3,0.36,0.6,0.24,0.27,0.18,0.24,0.12,0.24,0.36,0.36,,,,,,,,,,,,,,,83,83,83,83,83,83,83,44,44,44,44,44,44,44,,,,,,,,,,,,,,,20.33,20.33,20.33,20.33,20.33,20.33,20.33,19.67,19.67,19.67,19.67,19.67,19.67,19.67,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,60,50,40,30,20,10,0,60,50,40,30,20,10,0,,,,,,,,,,,,,,
gus018b-c1,5,9,8,1,1,1,3,7,4,3,2,1,0,2,,,,,,,,,,,,,,,0.29,0.33,0.36,0.22,0.3,0.24,0.42,0.31,0.21,0.24,0.38,0.36,0.36,0.3,,,,,,,,,,,,,,,74,74,74,74,74,74,74,55,55,55,55,55,55,55,,,,,,,,,,,,,,,20.33,20.33,20.33,20.33,20.33,20.33,20.33,19.67,19.67,19.67,19.67,19.67,19.67,19.67,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,60,50,40,30,20,10,0,60,50,40,30,20,10,0,,,,,,,,,,,,,,
gus019c-a1,14,15,13,7,7,7,8,18,21,27,0,9,3,7,,,,,,,,,,,,,,,0.18,0.3,0.24,0.24,0.43,0.24,0.24,0.24,0.36,0.42,0.06,0.35,0.3,0.3,,,,,,,,,,,,,,,240,240,240,240,240,240,240,458,458,458,458,458,458,458,,,,,,,,,,,,,,,29.25,29.25,29.25,29.25,29.25,29.25,29.25,30.75,30.75,30.75,30.75,30.75,30.75,30.75,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,60,50,40,30,20,10,0,60,50,40,30,20,10,0,,,,,,,,,,,,,,
gus019c-b1,4,4,3,1,1,4,3,5,1,6,6,0,1,4,,,,,,,,,,,,,,,0.24,0.24,0.12,0.12,0.18,0.18,0.18,0.36,0.24,0.3,0.3,0.06,0.3,0.18,,,,,,,,,,,,,,,261,261,261,261,261,261,261,234,234,234,234,234,234,234,,,,,,,,,,,,,,,19.96,19.96,19.96,19.96,19.96,19.96,19.96,20.04,20.04,20.04,20.04,20.04,20.04,20.04,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,60,50,40,30,20,10,0,60,50,40,30,20,10,0,,,,,,,,,,,,,,
gus019c-b2,0,0,1,2,1,0,0,1,3,0,2,1,0,3,,,,,,,,,,,,,,,0.24,0.18,0.36,0.24,0.18,0.11,0.18,0.18,0.12,0.42,0.24,0.24,0.19,0.18,,,,,,,,,,,,,,,30,30,30,30,30,30,30,60,60,60,60,60,60,60,,,,,,,,,,,,,,,19.96,19.96,19.96,19.96,19.96,19.96,19.96,20.04,20.04,20.04,20.04,20.04,20.04,20.04,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,60,50,40,30,20,10,0,60,50,40,30,20,10,0,,,,,,,,,,,,,,
gus019c-b3,1,1,0,0,2,0,1,2,0,0,0,2,0,1,,,,,,,,,,,,,,,0.21,0.36,0.18,0.06,0.16,0.35,0.12,0.21,0.24,0.36,0.06,0.26,0.13,0.24,,,,,,,,,,,,,,,45,45,45,45,45,45,45,65,65,65,65,65,65,65,,,,,,,,,,,,,,,19.96,19.96,19.96,19.96,19.96,19.96,19.96,20.04,20.04,20.04,20.04,20.04,20.04,20.04,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,60,50,40,30,20,10,0,60,50,40,30,20,10,0,,,,,,,,,,,,,,
gus019d-b1,3,6,1,5,2,7,1,3,2,2,3,0,1,2,,,,,,,,,,,,,,,0.2,0.18,0.06,0.1,0.12,0.12,0.2,0.16,0.18,0.06,0.2,0.06,0.06,0.22,,,,,,,,,,,,,,,42,42,42,42,42,42,42,126,126,126,126,126,126,126,,,,,,,,,,,,,,,10.36,10.36,10.36,10.36,10.36,10.36,10.36,9.64,9.64,9.64,9.64,9.64,9.64,9.64,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,60,50,40,30,20,10,0,60,50,40,30,20,10,0,,,,,,,,,,,,,,
gus021b-a1,0,2,1,0,1,1,0,0,0,1,1,0,0,1,,,,,,,,,,,,,,,0,0.28,0.06,0,0.25,0.12,0.15,0.18,0.08,0.36,0.06,0.23,0.06,0.15,,,,,,,,,,,,,,,24,24,24,24,24,24,24,37,37,37,37,37,37,37,,,,,,,,,,,,,,,8,8,8,8,8,8,8,12,12,12,12,12,12,12,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,60,50,40,30,20,10,0,60,50,40,30,20,10,0,,,,,,,,,,,,,,
gus021b-c1,8,3,1,4,3,1,4,3,0,2,5,4,6,4,,,,,,,,,,,,,,,0.3,0.12,0.12,0.12,0.06,0.06,0.3,0.12,0,0.12,0.18,0.12,0.24,0.18,,,,,,,,,,,,,,,174,174,174,174,174,174,174,339,339,339,339,339,339,339,,,,,,,,,,,,,,,8,8,8,8,8,8,8,12,12,12,12,12,12,12,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,60,50,40,30,20,10,0,60,50,40,30,20,10,0,,,,,,,,,,,,,,
gus021b-d1,0,0,1,2,0,1,2,0,0,0,0,0,2,1,,,,,,,,,,,,,,,0.1,0.3,0.06,0.18,0.07,0.24,0.12,0.2,0.18,0.06,0.12,0.05,0.18,0.18,,,,,,,,,,,,,,,58,58,58,58,58,58,58,102,102,102,102,102,102,102,,,,,,,,,,,,,,,8,8,8,8,8,8,8,12,12,12,12,12,12,12,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,60,50,40,30,20,10,0,60,50,40,30,20,10,0,,,,,,,,,,,,,,
gus021d-a1,15,1,1,2,2,2,3,7,5,12,9,1,5,4,,,,,,,,,,,,,,,0.3,0.06,0.18,0.18,0.24,0.12,0.12,0.12,0.18,0.42,0.3,0.24,0.18,0.18,,,,,,,,,,,,,,,236,236,236,236,236,236,236,256,256,256,256,256,256,256,,,,,,,,,,,,,,,20.4,20.4,20.4,20.4,20.4,20.4,20.4,19.6,19.6,19.6,19.6,19.6,19.6,19.6,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,60,50,40,30,20,10,0,60,50,40,30,20,10,0,,,,,,,,,,,,,,
gus021d-a2,15,1,0,3,7,1,2,4,8,10,6,2,5,1,,,,,,,,,,,,,,,0.3,0.06,0.18,0.18,0.24,0.12,0.12,0.12,0.18,0.42,0.3,0.24,0.18,0.18,,,,,,,,,,,,,,,190,190,190,190,190,190,190,246,246,246,246,246,246,246,,,,,,,,,,,,,,,20.4,20.4,20.4,20.4,20.4,20.4,20.4,19.6,19.6,19.6,19.6,19.6,19.6,19.6,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,60,50,40,30,20,10,0,60,50,40,30,20,10,0,,,,,,,,,,,,,,
gus021d-b1,6,0,2,0,1,0,0,4,1,1,2,1,1,3,,,,,,,,,,,,,,,0.3,0.06,0.18,0.18,0.24,0.12,0.12,0.12,0.18,0.42,0.3,0.24,0.18,0.18,,,,,,,,,,,,,,,21,21,21,21,21,21,21,62,62,62,62,62,62,62,,,,,,,,,,,,,,,20.4,20.4,20.4,20.4,20.4,20.4,20.4,19.6,19.6,19.6,19.6,19.6,19.6,19.6,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,60,50,40,30,20,10,0,60,50,40,30,20,10,0,,,,,,,,,,,,,,
gus021e-b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.18,0.12,0.12,0.18,0.12,0.24,0.06,0.18,0.24,0.18,0.06,0.06,0.06,0.12,,,,,,,,,,,,,,,2,2,2,2,2,2,2,4,4,4,4,4,4,4,,,,,,,,,,,,,,,10.85,10.85,10.85,10.85,10.85,10.85,10.85,9.15,9.15,9.15,9.15,9.15,9.15,9.15,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,60,50,40,30,20,10,0,60,50,40,30,20,10,0,,,,,,,,,,,,,,
gus021e-c1,0,0,0,4,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,0.18,0.12,0.12,0.18,0.12,0.24,0.06,0.18,0.24,0.18,0.06,0.06,0.06,0.12,,,,,,,,,,,,,,,6,6,6,6,6,6,6,10,10,10,10,10,10,10,,,,,,,,,,,,,,,10.85,10.85,10.85,10.85,10.85,10.85,10.85,9.15,9.15,9.15,9.15,9.15,9.15,9.15,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,60,50,40,30,20,10,0,60,50,40,30,20,10,0,,,,,,,,,,,,,,
gus025c-a1,30,11,22,19,16,20,19,42,38,15,31,35,16,25,,,,,,,,,,,,,,,0.89,0.48,0.78,0.42,0.49,0.6,0.54,0.73,0.78,0.3,0.84,0.71,0.72,0.72,,,,,,,,,,,,,,,399,399,399,399,399,399,399,440,440,440,440,440,440,440,,,,,,,,,,,,,,,19.03,19.03,19.03,19.03,19.03,19.03,19.03,20.97,20.97,20.97,20.97,20.97,20.97,20.97,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,60,50,40,30,20,10,0,60,50,40,30,20,10,0,,,,,,,,,,,,,,
gus025c-c1,14,22,5,12,3,10,12,5,10,9,7,24,16,6,,,,,,,,,,,,,,,0.55,0.72,0.6,0.78,0.36,0.78,0.72,0.53,0.66,0.84,0.6,0.72,0.96,0.36,,,,,,,,,,,,,,,325,325,325,325,325,325,325,438,438,438,438,438,438,438,,,,,,,,,,,,,,,19.03,19.03,19.03,19.03,19.03,19.03,19.03,20.97,20.97,20.97,20.97,20.97,20.97,20.97,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,60,50,40,30,20,10,0,60,50,40,30,20,10,0,,,,,,,,,,,,,,
